transformer_id,winding,role,bus_id,bus_spec,connection,voltage_ratio,rated_s_pu,tap_pu,enabled
t5355777b,1,primary,l3085398,l3085398.2,wye,1,0.00090909,1,1
t5355777b,2,secondary_1,x3085398b,x3085398b.1.0,wye,0.01666667,0.00090909,1,1
t5355777b,3,secondary_2,x3085398b,x3085398b.0.2,wye,0.01666667,0.00090909,1,1
t5337671a,1,primary,l3254207,l3254207.1,wye,1,0.00054545,1,1
t5337671a,2,secondary_1,x3254207a,x3254207a.1.0,wye,0.01666667,0.00054545,1,1
t5337671a,3,secondary_2,x3254207a,x3254207a.0.2,wye,0.01666667,0.00054545,1,1
t5339018a,1,primary,l2729424,l2729424.1,wye,1,0.00054545,1,1
t5339018a,2,secondary_1,x2729424a,x2729424a.1.0,wye,0.01666667,0.00054545,1,1
t5339018a,3,secondary_2,x2729424a,x2729424a.0.2,wye,0.01666667,0.00054545,1,1
t21398676a,1,primary,l3066816,l3066816.1,wye,1,0.00054545,1,1
t21398676a,2,secondary_1,x3066816a,x3066816a.1.0,wye,0.01666667,0.00054545,1,1
t21398676a,3,secondary_2,x3066816a,x3066816a.0.2,wye,0.01666667,0.00054545,1,1
t5138469c,1,primary,l2785518,l2785518.3,wye,1,0.00054545,1,1
t5138469c,2,secondary_1,x2785518c,x2785518c.1.0,wye,0.01666667,0.00054545,1,1
t5138469c,3,secondary_2,x2785518c,x2785518c.0.2,wye,0.01666667,0.00054545,1,1
t5138373c,1,primary,l3029503,l3029503.3,wye,1,0.00054545,1,1
t5138373c,2,secondary_1,x3029503c,x3029503c.1.0,wye,0.01666667,0.00054545,1,1
t5138373c,3,secondary_2,x3029503c,x3029503c.0.2,wye,0.01666667,0.00054545,1,1
t5391995a,1,primary,l2748140,l2748140.1,wye,1,0.00090909,1,1
t5391995a,2,secondary_1,x2748140a,x2748140a.1.0,wye,0.01666667,0.00090909,1,1
t5391995a,3,secondary_2,x2748140a,x2748140a.0.2,wye,0.01666667,0.00090909,1,1
t225533423c,1,primary,l2891575,l2891575.3,wye,1,0.00054545,1,1
t225533423c,2,secondary_1,x2891575c,x2891575c.1.0,wye,0.01666667,0.00054545,1,1
t225533423c,3,secondary_2,x2891575c,x2891575c.0.2,wye,0.01666667,0.00054545,1,1
t5260568c,1,primary,l2842329,l2842329.3,wye,1,0.00054545,1,1
t5260568c,2,secondary_1,x2842329c,x2842329c.1.0,wye,0.01666667,0.00054545,1,1
t5260568c,3,secondary_2,x2842329c,x2842329c.0.2,wye,0.01666667,0.00054545,1,1
t5138754b,1,primary,l3254212,l3254212.2,wye,1,0.00136364,1,1
t5138754b,2,secondary_1,x3254212b,x3254212b.1.0,wye,0.01666667,0.00136364,1,1
t5138754b,3,secondary_2,x3254212b,x3254212b.0.2,wye,0.01666667,0.00136364,1,1
t5260552a,1,primary,l3198348,l3198348.1,wye,1,0.00181818,1,1
t5260552a,2,secondary_1,x3198348a,x3198348a.1.0,wye,0.01666667,0.00181818,1,1
t5260552a,3,secondary_2,x3198348a,x3198348a.0.2,wye,0.01666667,0.00181818,1,1
t5338968c,1,primary,l3178979,l3178979.3,wye,1,0.00136364,1,1
t5338968c,2,secondary_1,x3178979c,x3178979c.1.0,wye,0.01666667,0.00136364,1,1
t5338968c,3,secondary_2,x3178979c,x3178979c.0.2,wye,0.01666667,0.00136364,1,1
t5247061a,1,primary,l2879054,l2879054.1,wye,1,0.00090909,1,1
t5247061a,2,secondary_1,x2879054a,x2879054a.1.0,wye,0.01666667,0.00090909,1,1
t5247061a,3,secondary_2,x2879054a,x2879054a.0.2,wye,0.01666667,0.00090909,1,1
t5391746b,1,primary,l3085388,l3085388.2,wye,1,0.00036364,1,1
t5391746b,2,secondary_1,x3085388b,x3085388b.1.0,wye,0.01666667,0.00036364,1,1
t5391746b,3,secondary_2,x3085388b,x3085388b.0.2,wye,0.01666667,0.00036364,1,1
t5338941c,1,primary,l2991914,l2991914.3,wye,1,0.00054545,1,1
t5338941c,2,secondary_1,x2991914c,x2991914c.1.0,wye,0.01666667,0.00054545,1,1
t5338941c,3,secondary_2,x2991914c,x2991914c.0.2,wye,0.01666667,0.00054545,1,1
t5338982b,1,primary,l2785534,l2785534.2,wye,1,0.00090909,1,1
t5338982b,2,secondary_1,x2785534b,x2785534b.1.0,wye,0.01666667,0.00090909,1,1
t5338982b,3,secondary_2,x2785534b,x2785534b.0.2,wye,0.01666667,0.00090909,1,1
t5339008b,1,primary,l3122835,l3122835.2,wye,1,0.00054545,1,1
t5339008b,2,secondary_1,x3122835b,x3122835b.1.0,wye,0.01666667,0.00054545,1,1
t5339008b,3,secondary_2,x3122835b,x3122835b.0.2,wye,0.01666667,0.00054545,1,1
t21391094a,1,primary,l3085395,l3085395.1,wye,1,0.00054545,1,1
t21391094a,2,secondary_1,x3085395a,x3085395a.1.0,wye,0.01666667,0.00054545,1,1
t21391094a,3,secondary_2,x3085395a,x3085395a.0.2,wye,0.01666667,0.00054545,1,1
t5138581a,1,primary,l2879064,l2879064.1,wye,1,0.00090909,1,1
t5138581a,2,secondary_1,x2879064a,x2879064a.1.0,wye,0.01666667,0.00090909,1,1
t5138581a,3,secondary_2,x2879064a,x2879064a.0.2,wye,0.01666667,0.00090909,1,1
t5338979b,1,primary,l3066814,l3066814.2,wye,1,0.00036364,1,1
t5338979b,2,secondary_1,x3066814b,x3066814b.1.0,wye,0.01666667,0.00036364,1,1
t5338979b,3,secondary_2,x3066814b,x3066814b.0.2,wye,0.01666667,0.00036364,1,1
t226308720a,1,primary,l2821087,l2821087.1,wye,1,0.00272727,1,1
t226308720a,2,secondary_1,x2821087a,x2821087a.1.0,wye,0.01666667,0.00272727,1,1
t226308720a,3,secondary_2,x2821087a,x2821087a.0.2,wye,0.01666667,0.00272727,1,1
t5355595b,1,primary,l2860479,l2860479.2,wye,1,0.00036364,1,1
t5355595b,2,secondary_1,x2860479b,x2860479b.1.0,wye,0.01666667,0.00036364,1,1
t5355595b,3,secondary_2,x2860479b,x2860479b.0.2,wye,0.01666667,0.00036364,1,1
t2224387113a,1,primary,l3728042,l3728042.1,wye,1,0.00136364,1,1
t2224387113a,2,secondary_1,x3728042a,x3728042a.1.0,wye,0.01666667,0.00136364,1,1
t2224387113a,3,secondary_2,x3728042a,x3728042a.0.2,wye,0.01666667,0.00136364,1,1
t21397005a,1,primary,l2935557,l2935557.1,wye,1,0.00136364,1,1
t21397005a,2,secondary_1,x2935557a,x2935557a.1.0,wye,0.01666667,0.00136364,1,1
t21397005a,3,secondary_2,x2935557a,x2935557a.0.2,wye,0.01666667,0.00136364,1,1
t5274985c,1,primary,l2822864,l2822864.3,wye,1,0.00054545,1,1
t5274985c,2,secondary_1,x2822864c,x2822864c.1.0,wye,0.01666667,0.00054545,1,1
t5274985c,3,secondary_2,x2822864c,x2822864c.0.2,wye,0.01666667,0.00054545,1,1
t5321836a,1,primary,l3235247,l3235247.1,wye,1,0.00054545,1,1
t5321836a,2,secondary_1,x3235247a,x3235247a.1.0,wye,0.01666667,0.00054545,1,1
t5321836a,3,secondary_2,x3235247a,x3235247a.0.2,wye,0.01666667,0.00054545,1,1
t225673440a,1,primary,l3251807,l3251807.1,wye,1,0.00090909,1,1
t225673440a,2,secondary_1,x3251807a,x3251807a.1.0,wye,0.01666667,0.00090909,1,1
t225673440a,3,secondary_2,x3251807a,x3251807a.0.2,wye,0.01666667,0.00090909,1,1
t5337641c,1,primary,l2804282,l2804282.3,wye,1,0.00054545,1,1
t5337641c,2,secondary_1,x2804282c,x2804282c.1.0,wye,0.01666667,0.00054545,1,1
t5337641c,3,secondary_2,x2804282c,x2804282c.0.2,wye,0.01666667,0.00054545,1,1
t5293659c,1,primary,l2935560,l2935560.3,wye,1,0.00054545,1,1
t5293659c,2,secondary_1,x2935560c,x2935560c.1.0,wye,0.01666667,0.00054545,1,1
t5293659c,3,secondary_2,x2935560c,x2935560c.0.2,wye,0.01666667,0.00054545,1,1
t5339011b,1,primary,l3104145,l3104145.2,wye,1,0.00054545,1,1
t5339011b,2,secondary_1,x3104145b,x3104145b.1.0,wye,0.01666667,0.00054545,1,1
t5339011b,3,secondary_2,x3104145b,x3104145b.0.2,wye,0.01666667,0.00054545,1,1
t5218473a,1,primary,l3086078,l3086078.1,wye,1,0.00090909,1,1
t5218473a,2,secondary_1,x3086078a,x3086078a.1.0,wye,0.01666667,0.00090909,1,1
t5218473a,3,secondary_2,x3086078a,x3086078a.0.2,wye,0.01666667,0.00090909,1,1
t28121587a,1,primary,l2860477,l2860477.1,wye,1,0.00054545,1,1
t28121587a,2,secondary_1,x2860477a,x2860477a.1.0,wye,0.01666667,0.00054545,1,1
t28121587a,3,secondary_2,x2860477a,x2860477a.0.2,wye,0.01666667,0.00054545,1,1
t2224230689c,1,primary,l3645811,l3645811.3,wye,1,0.00272727,1,1
t2224230689c,2,secondary_1,x3645811c,x3645811c.1.0,wye,0.01666667,0.00272727,1,1
t2224230689c,3,secondary_2,x3645811c,x3645811c.0.2,wye,0.01666667,0.00272727,1,1
t227734175b,1,primary,l3102793,l3102793.2,wye,1,0.00090909,1,1
t227734175b,2,secondary_1,x3102793b,x3102793b.1.0,wye,0.01666667,0.00090909,1,1
t227734175b,3,secondary_2,x3102793b,x3102793b.0.2,wye,0.01666667,0.00090909,1,1
t5337694b,1,primary,l2991910,l2991910.2,wye,1,0.00054545,1,1
t5337694b,2,secondary_1,x2991910b,x2991910b.1.0,wye,0.01666667,0.00054545,1,1
t5337694b,3,secondary_2,x2991910b,x2991910b.0.2,wye,0.01666667,0.00054545,1,1
t21357515a,1,primary,l2710511,l2710511.1,wye,1,0.00090909,1,1
t21357515a,2,secondary_1,x2710511a,x2710511a.1.0,wye,0.01666667,0.00090909,1,1
t21357515a,3,secondary_2,x2710511a,x2710511a.0.2,wye,0.01666667,0.00090909,1,1
t28127390c,1,primary,l2860486,l2860486.3,wye,1,0.00054545,1,1
t28127390c,2,secondary_1,x2860486c,x2860486c.1.0,wye,0.01666667,0.00054545,1,1
t28127390c,3,secondary_2,x2860486c,x2860486c.0.2,wye,0.01666667,0.00054545,1,1
t21387929c,1,primary,l2935551,l2935551.3,wye,1,0.00054545,1,1
t21387929c,2,secondary_1,x2935551c,x2935551c.1.0,wye,0.01666667,0.00054545,1,1
t21387929c,3,secondary_2,x2935551c,x2935551c.0.2,wye,0.01666667,0.00054545,1,1
t5355605b,1,primary,l2729409,l2729409.2,wye,1,0.00090909,1,1
t5355605b,2,secondary_1,x2729409b,x2729409b.1.0,wye,0.01666667,0.00090909,1,1
t5355605b,3,secondary_2,x2729409b,x2729409b.0.2,wye,0.01666667,0.00090909,1,1
t5260630b,1,primary,l2973833,l2973833.2,wye,1,0.00054545,1,1
t5260630b,2,secondary_1,x2973833b,x2973833b.1.0,wye,0.01666667,0.00054545,1,1
t5260630b,3,secondary_2,x2973833b,x2973833b.0.2,wye,0.01666667,0.00054545,1,1
t5337660c,1,primary,l2897769,l2897769.3,wye,1,0.00090909,1,1
t5337660c,2,secondary_1,x2897769c,x2897769c.1.0,wye,0.01666667,0.00090909,1,1
t5337660c,3,secondary_2,x2897769c,x2897769c.0.2,wye,0.01666667,0.00090909,1,1
t5293663c,1,primary,l3216368,l3216368.3,wye,1,0.00054545,1,1
t5293663c,2,secondary_1,x3216368c,x3216368c.1.0,wye,0.01666667,0.00054545,1,1
t5293663c,3,secondary_2,x3216368c,x3216368c.0.2,wye,0.01666667,0.00054545,1,1
t5138719a,1,primary,l2860490,l2860490.1,wye,1,0.00090909,1,1
t5138719a,2,secondary_1,x2860490a,x2860490a.1.0,wye,0.01666667,0.00090909,1,1
t5138719a,3,secondary_2,x2860490a,x2860490a.0.2,wye,0.01666667,0.00090909,1,1
t5251858c,1,primary,l2861158,l2861158.3,wye,1,0.00090909,1,1
t5251858c,2,secondary_1,x2861158c,x2861158c.1.0,wye,0.01666667,0.00090909,1,1
t5251858c,3,secondary_2,x2861158c,x2861158c.0.2,wye,0.01666667,0.00090909,1,1
t5302804c,1,primary,l3141399,l3141399.3,wye,1,0.00136364,1,1
t5302804c,2,secondary_1,x3141399c,x3141399c.1.0,wye,0.01666667,0.00136364,1,1
t5302804c,3,secondary_2,x3141399c,x3141399c.0.2,wye,0.01666667,0.00136364,1,1
t5356062b,1,primary,l3122816,l3122816.2,wye,1,0.00090909,1,1
t5356062b,2,secondary_1,x3122816b,x3122816b.1.0,wye,0.01666667,0.00090909,1,1
t5356062b,3,secondary_2,x3122816b,x3122816b.0.2,wye,0.01666667,0.00090909,1,1
t5346639c,1,primary,l2992556,l2992556.3,wye,1,0.00054545,1,1
t5346639c,2,secondary_1,x2992556c,x2992556c.1.0,wye,0.01666667,0.00054545,1,1
t5346639c,3,secondary_2,x2992556c,x2992556c.0.2,wye,0.01666667,0.00054545,1,1
t5302508c,1,primary,l2897779,l2897779.3,wye,1,0.00090909,1,1
t5302508c,2,secondary_1,x2897779c,x2897779c.1.0,wye,0.01666667,0.00090909,1,1
t5302508c,3,secondary_2,x2897779c,x2897779c.0.2,wye,0.01666667,0.00090909,1,1
t5321881a,1,primary,l2970811,l2970811.1,wye,1,0.00090909,1,1
t5321881a,2,secondary_1,x2970811a,x2970811a.1.0,wye,0.01666667,0.00090909,1,1
t5321881a,3,secondary_2,x2970811a,x2970811a.0.2,wye,0.01666667,0.00090909,1,1
t5355433c,1,primary,l2991933,l2991933.3,wye,1,0.00181818,1,1
t5355433c,2,secondary_1,x2991933c,x2991933c.1.0,wye,0.01666667,0.00181818,1,1
t5355433c,3,secondary_2,x2991933c,x2991933c.0.2,wye,0.01666667,0.00181818,1,1
t21398402a,1,primary,l2729428,l2729428.1,wye,1,0.00054545,1,1
t21398402a,2,secondary_1,x2729428a,x2729428a.1.0,wye,0.01666667,0.00054545,1,1
t21398402a,3,secondary_2,x2729428a,x2729428a.0.2,wye,0.01666667,0.00054545,1,1
t21398563a,1,primary,l3254216,l3254216.1,wye,1,0.00090909,1,1
t21398563a,2,secondary_1,x3254216a,x3254216a.1.0,wye,0.01666667,0.00090909,1,1
t21398563a,3,secondary_2,x3254216a,x3254216a.0.2,wye,0.01666667,0.00090909,1,1
t21386771b,1,primary,l2897807,l2897807.2,wye,1,0.00054545,1,1
t21386771b,2,secondary_1,x2897807b,x2897807b.1.0,wye,0.01666667,0.00054545,1,1
t21386771b,3,secondary_2,x2897807b,x2897807b.0.2,wye,0.01666667,0.00054545,1,1
t5260648a,1,primary,l2898522,l2898522.1,wye,1,0.00090909,1,1
t5260648a,2,secondary_1,x2898522a,x2898522a.1.0,wye,0.01666667,0.00090909,1,1
t5260648a,3,secondary_2,x2898522a,x2898522a.0.2,wye,0.01666667,0.00090909,1,1
t5293490c,1,primary,l3048230,l3048230.3,wye,1,0.00090909,1,1
t5293490c,2,secondary_1,x3048230c,x3048230c.1.0,wye,0.01666667,0.00090909,1,1
t5293490c,3,secondary_2,x3048230c,x3048230c.0.2,wye,0.01666667,0.00090909,1,1
t225901711a,1,primary,l3195327,l3195327.1,wye,1,0.00054545,1,1
t225901711a,2,secondary_1,x3195327a,x3195327a.1.0,wye,0.01666667,0.00054545,1,1
t225901711a,3,secondary_2,x3195327a,x3195327a.0.2,wye,0.01666667,0.00054545,1,1
t227902981a,1,primary,l3047058,l3047058.1,wye,1,0.00136364,1,1
t227902981a,2,secondary_1,x3047058a,x3047058a.1.0,wye,0.01666667,0.00136364,1,1
t227902981a,3,secondary_2,x3047058a,x3047058a.0.2,wye,0.01666667,0.00136364,1,1
t5321853b,1,primary,l2673313,l2673313.2,wye,1,0.00090909,1,1
t5321853b,2,secondary_1,x2673313b,x2673313b.1.0,wye,0.01666667,0.00090909,1,1
t5321853b,3,secondary_2,x2673313b,x2673313b.0.2,wye,0.01666667,0.00090909,1,1
t2224237653a,1,primary,l3649302,l3649302.1,wye,1,0.00136364,1,1
t2224237653a,2,secondary_1,x3649302a,x3649302a.1.0,wye,0.01666667,0.00136364,1,1
t2224237653a,3,secondary_2,x3649302a,x3649302a.0.2,wye,0.01666667,0.00136364,1,1
t2224386592a,1,primary,l3729297,l3729297.1,wye,1,0.00090909,1,1
t2224386592a,2,secondary_1,x3729297a,x3729297a.1.0,wye,0.01666667,0.00090909,1,1
t2224386592a,3,secondary_2,x3729297a,x3729297a.0.2,wye,0.01666667,0.00090909,1,1
t5391990a,1,primary,l2858163,l2858163.1,wye,1,0.00054545,1,1
t5391990a,2,secondary_1,x2858163a,x2858163a.1.0,wye,0.01666667,0.00054545,1,1
t5391990a,3,secondary_2,x2858163a,x2858163a.0.2,wye,0.01666667,0.00054545,1,1
t226881057b,1,primary,l3214112,l3214112.2,wye,1,0.00054545,1,1
t226881057b,2,secondary_1,x3214112b,x3214112b.1.0,wye,0.01666667,0.00054545,1,1
t226881057b,3,secondary_2,x3214112b,x3214112b.0.2,wye,0.01666667,0.00054545,1,1
t225533531a,1,primary,l2685805,l2685805.1,wye,1,0.00090909,1,1
t225533531a,2,secondary_1,x2685805a,x2685805a.1.0,wye,0.01666667,0.00090909,1,1
t225533531a,3,secondary_2,x2685805a,x2685805a.0.2,wye,0.01666667,0.00090909,1,1
t5247056a,1,primary,l2991912,l2991912.1,wye,1,0.00054545,1,1
t5247056a,2,secondary_1,x2991912a,x2991912a.1.0,wye,0.01666667,0.00054545,1,1
t5247056a,3,secondary_2,x2991912a,x2991912a.0.2,wye,0.01666667,0.00054545,1,1
t227905262a,1,primary,l3140238,l3140238.1,wye,1,0.00090909,1,1
t227905262a,2,secondary_1,x3140238a,x3140238a.1.0,wye,0.01666667,0.00090909,1,1
t227905262a,3,secondary_2,x3140238a,x3140238a.0.2,wye,0.01666667,0.00090909,1,1
t21469960b,1,primary,l3066830,l3066830.2,wye,1,0.00090909,1,1
t21469960b,2,secondary_1,x3066830b,x3066830b.1.0,wye,0.01666667,0.00090909,1,1
t21469960b,3,secondary_2,x3066830b,x3066830b.0.2,wye,0.01666667,0.00090909,1,1
t5260511c,1,primary,l3160878,l3160878.3,wye,1,0.00054545,1,1
t5260511c,2,secondary_1,x3160878c,x3160878c.1.0,wye,0.01666667,0.00054545,1,1
t5260511c,3,secondary_2,x3160878c,x3160878c.0.2,wye,0.01666667,0.00054545,1,1
t5138346c,1,primary,l2916609,l2916609.3,wye,1,0.00054545,1,1
t5138346c,2,secondary_1,x2916609c,x2916609c.1.0,wye,0.01666667,0.00054545,1,1
t5138346c,3,secondary_2,x2916609c,x2916609c.0.2,wye,0.01666667,0.00054545,1,1
t225806974a,1,primary,l2876814,l2876814.1,wye,1,0.00036364,1,1
t225806974a,2,secondary_1,x2876814a,x2876814a.1.0,wye,0.01666667,0.00036364,1,1
t225806974a,3,secondary_2,x2876814a,x2876814a.0.2,wye,0.01666667,0.00036364,1,1
t5355944b,1,primary,l3197646,l3197646.2,wye,1,0.00090909,1,1
t5355944b,2,secondary_1,x3197646b,x3197646b.1.0,wye,0.01666667,0.00090909,1,1
t5355944b,3,secondary_2,x3197646b,x3197646b.0.2,wye,0.01666667,0.00090909,1,1
t5138569a,1,primary,l2973151,l2973151.1,wye,1,0.00054545,1,1
t5138569a,2,secondary_1,x2973151a,x2973151a.1.0,wye,0.01666667,0.00054545,1,1
t5138569a,3,secondary_2,x2973151a,x2973151a.0.2,wye,0.01666667,0.00054545,1,1
t5337625c,1,primary,l3197627,l3197627.3,wye,1,0.00090909,1,1
t5337625c,2,secondary_1,x3197627c,x3197627c.1.0,wye,0.01666667,0.00090909,1,1
t5337625c,3,secondary_2,x3197627c,x3197627c.0.2,wye,0.01666667,0.00090909,1,1
t5321874a,1,primary,l2764412,l2764412.1,wye,1,0.00090909,1,1
t5321874a,2,secondary_1,x2764412a,x2764412a.1.0,wye,0.01666667,0.00090909,1,1
t5321874a,3,secondary_2,x2764412a,x2764412a.0.2,wye,0.01666667,0.00090909,1,1
t5337713c,1,primary,l2766716,l2766716.3,wye,1,0.00054545,1,1
t5337713c,2,secondary_1,x2766716c,x2766716c.1.0,wye,0.01666667,0.00054545,1,1
t5337713c,3,secondary_2,x2766716c,x2766716c.0.2,wye,0.01666667,0.00054545,1,1
t5391757b,1,primary,l2991917,l2991917.2,wye,1,0.00036364,1,1
t5391757b,2,secondary_1,x2991917b,x2991917b.1.0,wye,0.01666667,0.00036364,1,1
t5391757b,3,secondary_2,x2991917b,x2991917b.0.2,wye,0.01666667,0.00036364,1,1
t5338998b,1,primary,l3254229,l3254229.2,wye,1,0.00090909,1,1
t5338998b,2,secondary_1,x3254229b,x3254229b.1.0,wye,0.01666667,0.00090909,1,1
t5338998b,3,secondary_2,x3254229b,x3254229b.0.2,wye,0.01666667,0.00090909,1,1
t5356064b,1,primary,l2935556,l2935556.2,wye,1,0.00090909,1,1
t5356064b,2,secondary_1,x2935556b,x2935556b.1.0,wye,0.01666667,0.00090909,1,1
t5356064b,3,secondary_2,x2935556b,x2935556b.0.2,wye,0.01666667,0.00090909,1,1
t5323275b,1,primary,l3197660,l3197660.2,wye,1,0.00090909,1,1
t5323275b,2,secondary_1,x3197660b,x3197660b.1.0,wye,0.01666667,0.00090909,1,1
t5323275b,3,secondary_2,x3197660b,x3197660b.0.2,wye,0.01666667,0.00090909,1,1
t21389237a,1,primary,l2989565,l2989565.1,wye,1,0.00090909,1,1
t21389237a,2,secondary_1,x2989565a,x2989565a.1.0,wye,0.01666667,0.00090909,1,1
t21389237a,3,secondary_2,x2989565a,x2989565a.0.2,wye,0.01666667,0.00090909,1,1
t2224230615c,1,primary,l3645809,l3645809.3,wye,1,0.00181818,1,1
t2224230615c,2,secondary_1,x3645809c,x3645809c.1.0,wye,0.01666667,0.00181818,1,1
t2224230615c,3,secondary_2,x3645809c,x3645809c.0.2,wye,0.01666667,0.00181818,1,1
t5260463b,1,primary,l3086075,l3086075.2,wye,1,0.00054545,1,1
t5260463b,2,secondary_1,x3086075b,x3086075b.1.0,wye,0.01666667,0.00054545,1,1
t5260463b,3,secondary_2,x3086075b,x3086075b.0.2,wye,0.01666667,0.00054545,1,1
t5302402a,1,primary,l3122824,l3122824.1,wye,1,0.00054545,1,1
t5302402a,2,secondary_1,x3122824a,x3122824a.1.0,wye,0.01666667,0.00054545,1,1
t5302402a,3,secondary_2,x3122824a,x3122824a.0.2,wye,0.01666667,0.00054545,1,1
t5355599b,1,primary,l3216338,l3216338.2,wye,1,0.00090909,1,1
t5355599b,2,secondary_1,x3216338b,x3216338b.1.0,wye,0.01666667,0.00090909,1,1
t5355599b,3,secondary_2,x3216338b,x3216338b.0.2,wye,0.01666667,0.00090909,1,1
t21393412b,1,primary,l2729405,l2729405.2,wye,1,0.00090909,1,1
t21393412b,2,secondary_1,x2729405b,x2729405b.1.0,wye,0.01666667,0.00090909,1,1
t21393412b,3,secondary_2,x2729405b,x2729405b.0.2,wye,0.01666667,0.00090909,1,1
t5356807a,1,primary,l2823545,l2823545.1,wye,1,0.00090909,1,1
t5356807a,2,secondary_1,x2823545a,x2823545a.1.0,wye,0.01666667,0.00090909,1,1
t5356807a,3,secondary_2,x2823545a,x2823545a.0.2,wye,0.01666667,0.00090909,1,1
t5293660b,1,primary,l2916610,l2916610.2,wye,1,0.00090909,1,1
t5293660b,2,secondary_1,x2916610b,x2916610b.1.0,wye,0.01666667,0.00090909,1,1
t5293660b,3,secondary_2,x2916610b,x2916610b.0.2,wye,0.01666667,0.00090909,1,1
t227731863a,1,primary,l3177665,l3177665.1,wye,1,0.00136364,1,1
t227731863a,2,secondary_1,x3177665a,x3177665a.1.0,wye,0.01666667,0.00136364,1,1
t227731863a,3,secondary_2,x3177665a,x3177665a.0.2,wye,0.01666667,0.00136364,1,1
t227760021a,1,primary,l2803199,l2803199.1,wye,1,0.00181818,1,1
t227760021a,2,secondary_1,x2803199a,x2803199a.1.0,wye,0.01666667,0.00181818,1,1
t227760021a,3,secondary_2,x2803199a,x2803199a.0.2,wye,0.01666667,0.00181818,1,1
t227760021b,1,primary,l2803199,l2803199.2,wye,1,0.00181818,1,1
t227760021b,2,secondary_1,x2803199b,x2803199b.1.0,wye,0.01666667,0.00181818,1,1
t227760021b,3,secondary_2,x2803199b,x2803199b.0.2,wye,0.01666667,0.00181818,1,1
t227760021c,1,primary,l2803199,l2803199.3,wye,1,0.00181818,1,1
t227760021c,2,secondary_1,x2803199c,x2803199c.1.0,wye,0.01666667,0.00181818,1,1
t227760021c,3,secondary_2,x2803199c,x2803199c.0.2,wye,0.01666667,0.00181818,1,1
t5391980a,1,primary,l2691952,l2691952.1,wye,1,0.00054545,1,1
t5391980a,2,secondary_1,x2691952a,x2691952a.1.0,wye,0.01666667,0.00054545,1,1
t5391980a,3,secondary_2,x2691952a,x2691952a.0.2,wye,0.01666667,0.00054545,1,1
t5338984a,1,primary,l2748144,l2748144.1,wye,1,0.00090909,1,1
t5338984a,2,secondary_1,x2748144a,x2748144a.1.0,wye,0.01666667,0.00090909,1,1
t5338984a,3,secondary_2,x2748144a,x2748144a.0.2,wye,0.01666667,0.00090909,1,1
t5337702b,1,primary,l3029504,l3029504.2,wye,1,0.00090909,1,1
t5337702b,2,secondary_1,x3029504b,x3029504b.1.0,wye,0.01666667,0.00090909,1,1
t5337702b,3,secondary_2,x3029504b,x3029504b.0.2,wye,0.01666667,0.00090909,1,1
t5337696b,1,primary,l3197635,l3197635.2,wye,1,0.00054545,1,1
t5337696b,2,secondary_1,x3197635b,x3197635b.1.0,wye,0.01666667,0.00054545,1,1
t5337696b,3,secondary_2,x3197635b,x3197635b.0.2,wye,0.01666667,0.00054545,1,1
t225577437c,1,primary,l2724120,l2724120.3,wye,1,0.00090909,1,1
t225577437c,2,secondary_1,x2724120c,x2724120c.1.0,wye,0.01666667,0.00090909,1,1
t225577437c,3,secondary_2,x2724120c,x2724120c.0.2,wye,0.01666667,0.00090909,1,1
t5337676a,1,primary,l3235244,l3235244.1,wye,1,0.00090909,1,1
t5337676a,2,secondary_1,x3235244a,x3235244a.1.0,wye,0.01666667,0.00090909,1,1
t5337676a,3,secondary_2,x3235244a,x3235244a.0.2,wye,0.01666667,0.00090909,1,1
t5323418a,1,primary,l2804254,l2804254.1,wye,1,0.00090909,1,1
t5323418a,2,secondary_1,x2804254a,x2804254a.1.0,wye,0.01666667,0.00090909,1,1
t5323418a,3,secondary_2,x2804254a,x2804254a.0.2,wye,0.01666667,0.00090909,1,1
t226192936b,1,primary,l2820531,l2820531.2,wye,1,0.00090909,1,1
t226192936b,2,secondary_1,x2820531b,x2820531b.1.0,wye,0.01666667,0.00090909,1,1
t226192936b,3,secondary_2,x2820531b,x2820531b.0.2,wye,0.01666667,0.00090909,1,1
t5337706b,1,primary,l3254214,l3254214.2,wye,1,0.00090909,1,1
t5337706b,2,secondary_1,x3254214b,x3254214b.1.0,wye,0.01666667,0.00090909,1,1
t5337706b,3,secondary_2,x3254214b,x3254214b.0.2,wye,0.01666667,0.00090909,1,1
t5339010b,1,primary,l2691966,l2691966.2,wye,1,0.00181818,1,1
t5339010b,2,secondary_1,x2691966b,x2691966b.1.0,wye,0.01666667,0.00181818,1,1
t5339010b,3,secondary_2,x2691966b,x2691966b.0.2,wye,0.01666667,0.00181818,1,1
t5391987a,1,primary,l3122822,l3122822.1,wye,1,0.00090909,1,1
t5391987a,2,secondary_1,x3122822a,x3122822a.1.0,wye,0.01666667,0.00090909,1,1
t5391987a,3,secondary_2,x3122822a,x3122822a.0.2,wye,0.01666667,0.00090909,1,1
t5310569a,1,primary,l3197639,l3197639.1,wye,1,0.00090909,1,1
t5310569a,2,secondary_1,x3197639a,x3197639a.1.0,wye,0.01666667,0.00090909,1,1
t5310569a,3,secondary_2,x3197639a,x3197639a.0.2,wye,0.01666667,0.00090909,1,1
t225869139a,1,primary,l3120503,l3120503.1,wye,1,0.00054545,1,1
